Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HY,AY,HR,AR
23/03/02,Man United,Middlesbrough,0,1,A,0,1,A,18,5,4,3,4,2,0,0
23/03/02,Sunderland,Southampton,1,1,D,0,0,D,10,14,7,8,2,3,0,0
24/03/02,Fulham,Tottenham,0,2,A,0,2,A,9,11,3,4,2,2,0,0
24/03/02,Liverpool,Chelsea,1,0,H,0,0,D,8,10,4,1,1,1,0,0
29/03/02,Newcastle,Everton,6,2,H,2,2,D,18,7,9,4,0,3,0,0
30/03/02,Arsenal,Sunderland,3,0,H,3,0,H,13,13,10,5,0,3,0,0
30/03/02,Bolton,Aston Villa,3,2,H,2,2,D,9,9,6,3,3,1,0,0
30/03/02,Chelsea,Derby,2,1,H,0,0,D,13,2,6,1,3,4,0,0
30/03/02,Leeds,Man United,3,4,A,1,3,A,16,13,11,7,1,2,0,0
30/03/02,Leicester,Blackburn,2,1,H,1,0,H,9,12,6,4,0,1,0,0
30/03/02,Liverpool,Charlton,2,0,H,2,0,H,14,6,8,1,1,2,0,0
30/03/02,Middlesbrough,Tottenham,1,1,D,0,1,A,8,10,3,6,0,3,0,0
30/03/02,Southampton,Fulham,1,1,D,1,1,D,11,7,6,2,1,1,0,0
30/03/02,West Ham,Ipswich,3,1,H,1,0,H,18,12,11,5,0,2,0,0
1/4/2002,Blackburn,Southampton,2,0,H,2,0,H,7,5,4,2,0,1,0,0
1/4/2002,Charlton,Arsenal,0,3,A,0,3,A,5,12,5,8,2,2,0,0
1/4/2002,Derby,Middlesbrough,0,1,A,0,1,A,7,6,4,1,1,0,0,0
1/4/2002,Everton,Bolton,3,1,H,1,0,H,10,12,5,3,1,1,1,1
1/4/2002,Fulham,West Ham,0,1,A,0,1,A,10,3,2,2,1,1,0,0
1/4/2002,Ipswich,Chelsea,0,0,D,0,0,D,9,7,5,2,0,0,0,0
1/4/2002,Sunderland,Leicester,2,1,H,2,1,H,12,9,9,7,3,2,0,0
1/4/2002,Tottenham,Leeds,2,1,H,2,0,H,8,17,5,8,2,0,0,0
2/4/2002,Aston Villa,Newcastle,1,1,D,1,1,D,16,6,7,1,0,0,0,0
6/4/2002,Arsenal,Tottenham,2,1,H,1,0,H,13,2,5,2,1,4,0,0
6/4/2002,Bolton,Ipswich,4,1,H,4,0,H,9,9,5,4,0,0,0,0
6/4/2002,Chelsea,Everton,3,0,H,2,0,H,19,12,8,6,0,1,0,0
6/4/2002,Leicester,Man United,0,1,A,0,0,D,13,13,3,4,1,1,0,0
6/4/2002,Middlesbrough,Aston Villa,2,1,H,1,0,H,7,12,3,9,0,0,0,0
6/4/2002,Southampton,Derby,2,0,H,1,0,H,10,8,5,3,1,0,0,0
6/4/2002,West Ham,Charlton,2,0,H,2,0,H,11,18,4,8,1,4,0,0
7/4/2002,Leeds,Sunderland,2,0,H,1,0,H,14,8,7,0,2,1,0,0
8/4/2002,Newcastle,Fulham,1,1,D,1,0,H,7,5,4,3,1,0,0,0
10/4/2002,Blackburn,Chelsea,0,0,D,0,0,D,15,8,7,2,0,0,0,0
13/04/02,Aston Villa,Leeds,0,1,A,0,1,A,10,5,5,2,2,3,0,0
13/04/02,Charlton,Southampton,1,1,D,1,0,H,8,10,5,6,2,2,0,0
13/04/02,Derby,Newcastle,2,3,A,0,0,D,6,15,2,9,3,1,0,0
13/04/02,Everton,Leicester,2,2,D,0,2,A,16,6,8,2,1,1,0,0
13/04/02,Sunderland,Liverpool,0,1,A,0,0,D,10,10,5,5,1,2,1,0
13/04/02,Tottenham,West Ham,1,1,D,0,0,D,16,12,6,5,0,0,0,0
20/04/02,Bolton,Tottenham,1,1,D,0,1,A,13,10,6,4,1,3,0,0
20/04/02,Chelsea,Man United,0,3,A,0,2,A,7,6,2,5,4,1,0,0
20/04/02,Leeds,Fulham,0,1,A,0,0,D,9,7,4,4,2,3,0,0
20/04/02,Leicester,Aston Villa,2,2,D,1,2,A,10,16,7,11,1,0,0,0
20/04/02,Liverpool,Derby,2,0,H,1,0,H,13,4,5,1,0,3,0,0
20/04/02,Middlesbrough,Blackburn,1,3,A,0,1,A,8,9,2,5,3,3,1,0
20/04/02,Newcastle,Charlton,3,0,H,1,0,H,12,4,8,1,1,2,0,0
20/04/02,Southampton,Everton,0,1,A,0,1,A,6,7,0,5,2,0,0,0
20/04/02,West Ham,Sunderland,3,0,H,1,0,H,16,10,7,5,3,2,0,0
21/04/02,Arsenal,Ipswich,2,0,H,0,0,D,20,7,8,2,1,0,0,0
23/04/02,Blackburn,Newcastle,2,2,D,1,0,H,12,21,5,9,0,2,0,0
23/04/02,Fulham,Bolton,3,0,H,1,0,H,12,7,7,2,0,0,0,0
24/04/02,Arsenal,West Ham,2,0,H,0,0,D,20,5,9,1,2,2,0,0
24/04/02,Ipswich,Middlesbrough,1,0,H,0,0,D,17,13,7,4,0,2,0,0
27/04/02,Aston Villa,Southampton,2,1,H,2,0,H,8,7,5,3,2,1,0,0
27/04/02,Charlton,Sunderland,2,2,D,1,2,A,11,6,7,3,2,3,0,0
27/04/02,Derby,Leeds,0,1,A,0,1,A,9,10,1,4,2,0,0,0
27/04/02,Fulham,Leicester,0,0,D,0,0,D,9,4,2,2,3,4,0,0
27/04/02,Ipswich,Man United,0,1,A,0,1,A,12,16,4,8,2,0,0,0
27/04/02,Middlesbrough,Chelsea,0,2,A,0,2,A,10,14,2,8,3,1,0,0
27/04/02,Newcastle,West Ham,3,1,H,1,1,D,16,11,5,5,1,2,0,0
27/04/02,Tottenham,Liverpool,1,0,H,1,0,H,11,11,5,7,1,1,0,0
28/04/02,Everton,Blackburn,1,2,A,0,1,A,10,14,4,6,2,2,0,0
29/04/02,Bolton,Arsenal,0,2,A,0,2,A,7,8,1,4,0,0,0,0
8/5/2002,Liverpool,Blackburn,4,3,H,2,1,H,15,9,7,7,1,1,0,0
8/5/2002,Man United,Arsenal,0,1,A,0,0,D,9,5,3,2,4,2,0,0
11/5/2002,Arsenal,Everton,4,3,H,2,2,D,17,14,6,6,0,0,0,0
11/5/2002,Blackburn,Fulham,3,0,H,0,0,D,17,6,13,2,3,0,0,0
11/5/2002,Chelsea,Aston Villa,1,3,A,0,1,A,15,15,6,11,0,1,0,0
11/5/2002,Leeds,Middlesbrough,1,0,H,0,0,D,19,7,5,3,2,0,0,0
11/5/2002,Leicester,Tottenham,2,1,H,0,0,D,10,13,6,6,0,0,0,0
11/5/2002,Liverpool,Ipswich,5,0,H,2,0,H,15,7,8,2,0,0,0,0
11/5/2002,Man United,Charlton,0,0,D,0,0,D,13,11,6,6,2,0,0,0
11/5/2002,Southampton,Newcastle,3,1,H,2,0,H,7,16,3,8,0,1,1,0
11/5/2002,Sunderland,Derby,1,1,D,1,0,H,26,5,12,3,0,1,0,0
11/5/2002,West Ham,Bolton,2,1,H,1,0,H,17,10,10,4,2,1,0,0
