Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HY,AY,HR,AR
28/10/00,Arsenal,Man City,5,0,H,1,0,H,22,6,14,2,0,3,0,1
28/10/00,Aston Villa,Charlton,2,1,H,2,0,H,12,7,7,4,3,2,0,0
28/10/00,Chelsea,Tottenham,3,0,H,2,0,H,9,6,7,3,3,3,0,0
28/10/00,Ipswich,Middlesbrough,2,1,H,2,0,H,19,7,11,3,0,2,0,0
28/10/00,Leicester,Derby,2,1,H,1,1,D,9,7,5,2,0,3,0,0
28/10/00,Man United,Southampton,5,0,H,2,0,H,16,12,8,5,0,0,0,0
28/10/00,Sunderland,Coventry,1,0,H,0,0,D,11,10,7,4,2,2,0,0
28/10/00,West Ham,Newcastle,1,0,H,0,0,D,11,12,4,5,3,2,0,0
29/10/00,Bradford,Leeds,1,1,D,1,0,H,11,12,6,9,3,4,0,0
29/10/00,Liverpool,Everton,3,1,H,1,1,D,10,9,8,7,0,1,0,1
4/11/2000,Charlton,Bradford,2,0,H,2,0,H,11,12,7,8,0,1,0,1
4/11/2000,Coventry,Man United,1,2,A,0,2,A,4,11,2,6,1,1,0,0
4/11/2000,Leeds,Liverpool,4,3,H,1,2,A,10,14,7,8,1,4,0,0
4/11/2000,Man City,Leicester,0,1,A,0,0,D,14,3,3,2,1,2,0,0
4/11/2000,Middlesbrough,Arsenal,0,1,A,0,1,A,4,11,3,8,1,1,1,0
4/11/2000,Newcastle,Ipswich,2,1,H,1,1,D,11,8,6,5,1,0,0,0
4/11/2000,Southampton,Chelsea,3,2,H,2,0,H,10,9,4,4,4,2,0,0
4/11/2000,Tottenham,Sunderland,2,1,H,1,0,H,11,12,6,3,1,0,1,0
5/11/2000,Everton,Aston Villa,0,1,A,0,0,D,14,4,6,1,3,2,0,0
6/11/2000,Derby,West Ham,0,0,D,0,0,D,14,6,2,6,1,1,0,0
11/11/2000,Arsenal,Derby,0,0,D,0,0,D,15,9,9,2,0,2,0,0
11/11/2000,Aston Villa,Tottenham,2,0,H,1,0,H,11,3,6,2,0,3,0,0
11/11/2000,Bradford,Everton,0,1,A,0,0,D,11,9,6,4,1,2,0,0
11/11/2000,Ipswich,Charlton,2,0,H,0,0,D,30,7,13,4,0,2,0,0
11/11/2000,Leicester,Newcastle,1,1,D,0,0,D,8,7,4,1,1,1,0,0
11/11/2000,Man United,Middlesbrough,2,1,H,0,1,A,18,5,11,1,0,0,0,0
11/11/2000,Sunderland,Southampton,2,2,D,1,1,D,11,10,5,5,1,1,0,0
11/11/2000,West Ham,Man City,4,1,H,0,1,A,22,10,11,5,1,1,0,0
12/11/2000,Chelsea,Leeds,1,1,D,0,0,D,12,11,7,3,4,4,0,0
12/11/2000,Liverpool,Coventry,4,1,H,1,0,H,19,10,13,5,1,0,0,0
18/11/00,Charlton,Chelsea,2,0,H,1,0,H,10,13,6,3,2,3,0,0
18/11/00,Derby,Bradford,2,0,H,0,0,D,7,7,3,4,3,1,0,0
18/11/00,Everton,Arsenal,2,0,H,0,0,D,4,4,2,2,3,1,0,0
18/11/00,Leeds,West Ham,0,1,A,0,1,A,15,4,6,3,1,1,0,0
18/11/00,Man City,Man United,0,1,A,0,1,A,10,8,4,4,3,1,0,0
18/11/00,Middlesbrough,Leicester,0,3,A,0,2,A,11,9,4,7,3,1,0,0
18/11/00,Newcastle,Sunderland,1,2,A,1,0,H,19,9,9,6,1,3,0,0
18/11/00,Southampton,Aston Villa,2,0,H,2,0,H,7,9,3,3,0,0,0,0
19/11/00,Tottenham,Liverpool,2,1,H,2,1,H,6,9,4,4,1,2,0,0
20/11/00,Coventry,Ipswich,0,1,A,0,0,D,12,10,5,4,1,1,0,0
25/11/00,Charlton,Sunderland,0,1,A,0,0,D,10,8,2,3,0,1,0,0
25/11/00,Coventry,Aston Villa,1,1,D,0,1,A,10,7,2,4,1,2,0,0
25/11/00,Derby,Man United,0,3,A,0,0,D,1,12,0,7,2,1,0,0
25/11/00,Everton,Chelsea,2,1,H,0,1,A,11,10,5,6,0,3,0,1
25/11/00,Man City,Ipswich,2,3,A,0,2,A,9,11,4,4,0,2,0,0
25/11/00,Middlesbrough,Bradford,2,2,D,0,2,A,14,9,9,5,0,2,1,0
25/11/00,Southampton,West Ham,2,3,A,1,2,A,10,14,5,8,1,2,0,0
25/11/00,Tottenham,Leicester,3,0,H,2,0,H,15,11,7,5,1,3,0,1
26/11/00,Leeds,Arsenal,1,0,H,0,0,D,12,9,6,3,1,7,0,0
26/11/00,Newcastle,Liverpool,2,1,H,1,0,H,9,13,6,9,3,2,0,0
2/12/2000,Arsenal,Southampton,1,0,H,0,0,D,24,7,12,5,0,2,0,0
2/12/2000,Aston Villa,Newcastle,1,1,D,1,0,H,8,9,4,5,2,1,0,0
2/12/2000,Bradford,Coventry,2,1,H,0,0,D,10,13,6,7,3,2,0,0
2/12/2000,Ipswich,Derby,0,1,A,0,1,A,11,3,5,3,1,1,0,0
2/12/2000,Leicester,Leeds,3,1,H,3,0,H,8,12,5,4,1,2,0,1
2/12/2000,Liverpool,Charlton,3,0,H,1,0,H,13,7,3,2,1,1,0,0
2/12/2000,Man United,Tottenham,2,0,H,1,0,H,16,5,8,3,2,1,0,0
2/12/2000,West Ham,Middlesbrough,1,0,H,1,0,H,14,5,6,3,1,4,0,1
3/12/2000,Chelsea,Man City,2,1,H,2,0,H,9,11,7,5,2,0,0,0
4/12/2000,Sunderland,Everton,2,0,H,1,0,H,24,7,11,2,0,3,0,0
9/12/2000,Arsenal,Newcastle,5,0,H,2,0,H,15,3,10,1,0,3,0,0
9/12/2000,Bradford,Tottenham,3,3,D,1,2,A,13,6,6,4,2,0,0,0
9/12/2000,Charlton,Man United,3,3,D,1,2,A,15,15,8,8,0,1,0,0
9/12/2000,Chelsea,Derby,4,1,H,3,0,H,19,5,10,3,0,0,0,0
9/12/2000,Man City,Everton,5,0,H,3,0,H,13,14,9,4,0,1,0,0
9/12/2000,Southampton,Leeds,1,0,H,1,0,H,12,13,3,5,3,4,1,0
9/12/2000,Sunderland,Middlesbrough,1,0,H,0,0,D,8,8,5,5,1,3,0,0
9/12/2000,West Ham,Aston Villa,1,1,D,1,1,D,13,15,5,4,1,3,0,0
10/12/2000,Coventry,Leicester,1,0,H,1,0,H,12,6,5,1,0,1,0,0
10/12/2000,Liverpool,Ipswich,0,1,A,0,1,A,14,11,5,6,1,3,0,0
16/12/00,Aston Villa,Man City,2,2,D,0,0,D,10,9,5,4,2,1,1,0
16/12/00,Derby,Coventry,1,0,H,1,0,H,4,14,3,5,1,3,0,0
16/12/00,Everton,West Ham,1,1,D,0,0,D,15,9,5,4,1,2,0,0
16/12/00,Ipswich,Southampton,3,1,H,0,1,A,15,13,7,4,1,2,0,0
16/12/00,Leeds,Sunderland,2,0,H,1,0,H,17,17,8,6,3,4,0,0
16/12/00,Leicester,Charlton,3,1,H,1,1,D,9,12,5,8,1,2,0,0
16/12/00,Middlesbrough,Chelsea,1,0,H,0,0,D,7,9,4,3,0,2,0,0
16/12/00,Newcastle,Bradford,2,1,H,1,0,H,17,7,6,3,0,2,0,0
17/12/00,Man United,Liverpool,0,1,A,0,1,A,6,9,4,4,1,0,1,0
18/12/00,Tottenham,Arsenal,1,1,D,1,0,H,8,17,4,10,2,1,0,0
22/12/00,Coventry,Southampton,1,1,D,1,0,H,12,10,5,2,1,1,0,0
23/12/00,Charlton,Everton,1,0,H,1,0,H,10,10,7,4,1,4,0,0
23/12/00,Chelsea,Bradford,3,0,H,1,0,H,17,7,8,1,0,1,0,0
23/12/00,Derby,Newcastle,2,0,H,1,0,H,8,8,5,4,1,2,0,0
23/12/00,Leeds,Aston Villa,1,2,A,0,1,A,15,8,5,5,1,4,0,0
23/12/00,Leicester,West Ham,2,1,H,1,1,D,11,11,6,4,1,0,0,0
23/12/00,Liverpool,Arsenal,4,0,H,1,0,H,12,12,6,6,2,0,0,0
23/12/00,Man United,Ipswich,2,0,H,2,0,H,20,5,4,3,0,1,0,0
23/12/00,Sunderland,Man City,1,0,H,1,0,H,9,9,5,3,2,2,0,0
23/12/00,Tottenham,Middlesbrough,0,0,D,0,0,D,16,5,8,0,2,3,0,0
26/12/00,Arsenal,Leicester,6,1,H,1,0,H,27,2,15,2,0,0,0,0
26/12/00,Aston Villa,Man United,0,1,A,0,0,D,6,14,3,3,1,2,0,0
26/12/00,Bradford,Sunderland,1,4,A,0,1,A,11,16,3,11,2,0,0,0
26/12/00,Everton,Coventry,1,2,A,0,0,D,17,10,9,5,2,1,0,0
26/12/00,Ipswich,Chelsea,2,2,D,1,2,A,19,7,13,4,0,4,0,0
26/12/00,Man City,Derby,0,0,D,0,0,D,15,14,7,3,2,2,0,0
26/12/00,Middlesbrough,Liverpool,1,0,H,1,0,H,7,11,2,5,2,2,0,0
26/12/00,Newcastle,Leeds,2,1,H,2,1,H,13,8,4,5,4,2,0,0
26/12/00,West Ham,Charlton,5,0,H,3,0,H,17,12,10,8,1,0,0,0
27/12/00,Southampton,Tottenham,2,0,H,2,0,H,17,7,6,2,1,3,0,0
30/12/00,Arsenal,Sunderland,2,2,D,2,0,H,17,14,9,7,0,3,0,0
30/12/00,Ipswich,Tottenham,3,0,H,1,0,H,18,6,9,3,0,0,0,0
30/12/00,Man City,Charlton,1,4,A,0,2,A,8,13,1,8,1,2,0,0
30/12/00,Middlesbrough,Coventry,1,1,D,0,1,A,14,9,6,3,1,3,0,0
30/12/00,Newcastle,Man United,1,1,D,0,1,A,14,8,4,6,2,3,0,0
30/12/00,Southampton,Derby,1,0,H,0,0,D,10,9,5,5,0,2,0,0
1/1/2001,Charlton,Arsenal,1,0,H,1,0,H,9,10,4,5,1,1,0,0
1/1/2001,Chelsea,Aston Villa,1,0,H,1,0,H,13,7,5,3,0,1,0,0
1/1/2001,Coventry,Man City,1,1,D,0,0,D,19,10,9,5,1,2,0,0
1/1/2001,Derby,Everton,1,0,H,1,0,H,7,9,3,6,2,3,0,0
1/1/2001,Leeds,Middlesbrough,1,1,D,0,1,A,16,5,5,3,2,3,0,0
1/1/2001,Leicester,Bradford,1,2,A,1,2,A,9,8,3,4,0,3,0,0
1/1/2001,Liverpool,Southampton,2,1,H,1,1,D,16,7,8,3,0,1,0,0
1/1/2001,Man United,West Ham,3,1,H,2,0,H,25,9,12,5,1,2,0,0
1/1/2001,Sunderland,Ipswich,4,1,H,1,1,D,16,9,9,3,1,5,0,0
2/1/2001,Tottenham,Newcastle,4,2,H,3,1,H,16,9,10,4,0,2,1,2
13/01/01,Arsenal,Chelsea,1,1,D,1,0,H,15,12,8,8,1,4,0,0
13/01/01,Aston Villa,Liverpool,0,3,A,0,2,A,5,12,1,6,2,0,0,0
13/01/01,Bradford,Man United,0,3,A,0,0,D,9,20,3,11,1,0,0,0
13/01/01,Everton,Tottenham,0,0,D,0,0,D,17,4,8,1,1,0,0,0
13/01/01,Man City,Leeds,0,4,A,0,1,A,5,10,3,6,5,3,0,0
13/01/01,Middlesbrough,Derby,4,0,H,1,0,H,13,6,8,3,0,4,0,0
13/01/01,Newcastle,Coventry,3,1,H,1,0,H,11,12,6,5,0,3,0,0
13/01/01,Southampton,Charlton,0,0,D,0,0,D,17,10,6,4,0,0,0,0
13/01/01,West Ham,Sunderland,0,2,A,0,1,A,13,7,6,5,4,2,0,0
14/01/01,Ipswich,Leicester,2,0,H,0,0,D,22,6,9,3,1,1,0,0
20/01/01,Chelsea,Ipswich,4,1,H,1,1,D,23,5,10,2,3,0,0,1
20/01/01,Coventry,Everton,1,3,A,0,3,A,9,8,5,4,0,1,0,0
20/01/01,Derby,Man City,1,1,D,0,0,D,9,10,3,4,2,2,0,0
20/01/01,Leeds,Newcastle,1,3,A,1,2,A,12,11,5,7,2,1,0,0
20/01/01,Leicester,Arsenal,0,0,D,0,0,D,3,13,0,4,2,2,1,0
20/01/01,Liverpool,Middlesbrough,0,0,D,0,0,D,22,4,7,2,1,1,0,0
20/01/01,Man United,Aston Villa,2,0,H,0,0,D,12,5,7,3,1,2,0,0
20/01/01,Tottenham,Southampton,0,0,D,0,0,D,9,9,4,6,0,1,0,0
21/01/01,Sunderland,Bradford,0,0,D,0,0,D,14,7,6,3,0,1,0,0
22/01/01,Charlton,West Ham,1,1,D,1,0,H,9,18,3,3,0,1,0,0
24/01/01,Aston Villa,Leeds,1,2,A,1,1,D,12,7,4,3,2,0,0,0
30/01/01,Arsenal,Bradford,2,0,H,2,0,H,20,6,8,2,1,2,0,0
30/01/01,Charlton,Derby,2,1,H,1,1,D,13,6,9,3,2,1,0,0
31/01/01,Chelsea,Newcastle,3,1,H,1,1,D,14,4,4,2,1,3,0,0
31/01/01,Everton,Middlesbrough,2,2,D,0,1,A,17,6,8,3,1,5,0,0
31/01/01,Leeds,Coventry,1,0,H,0,0,D,11,3,6,1,4,5,0,0
31/01/01,Man City,Liverpool,1,1,D,0,1,A,4,16,2,3,1,1,0,0
31/01/01,Southampton,Leicester,1,0,H,0,0,D,10,6,5,3,0,3,0,0
31/01/01,Sunderland,Man United,0,1,A,0,0,D,9,13,2,7,2,0,2,1
31/01/01,West Ham,Tottenham,0,0,D,0,0,D,17,14,6,6,1,1,0,0
3/2/2001,Bradford,Aston Villa,0,3,A,0,0,D,9,13,2,6,2,0,0,0
3/2/2001,Coventry,Arsenal,0,1,A,0,0,D,12,8,4,6,3,4,0,0
3/2/2001,Derby,Sunderland,1,0,H,1,0,H,9,17,3,5,7,3,0,0
3/2/2001,Ipswich,Leeds,1,2,A,0,2,A,11,10,6,3,1,2,1,0
3/2/2001,Leicester,Chelsea,2,1,H,1,0,H,10,8,5,4,0,1,0,0
3/2/2001,Liverpool,West Ham,3,0,H,2,0,H,14,8,10,3,0,1,0,1
3/2/2001,Man United,Everton,1,0,H,0,0,D,8,5,1,1,0,2,0,0
3/2/2001,Middlesbrough,Man City,1,1,D,0,1,A,14,6,6,3,0,2,1,0
3/2/2001,Tottenham,Charlton,0,0,D,0,0,D,9,7,3,2,2,0,0,0
7/2/2001,Everton,Leeds,2,2,D,1,0,H,7,9,4,5,2,1,0,0
10/2/2001,Arsenal,Ipswich,1,0,H,0,0,D,17,5,10,3,2,1,0,0
10/2/2001,Aston Villa,Middlesbrough,1,1,D,1,0,H,15,6,4,3,1,1,0,0
10/2/2001,Chelsea,Man United,1,1,D,1,0,H,8,16,4,6,0,2,0,0
10/2/2001,Everton,Leicester,2,1,H,2,0,H,9,9,6,2,3,2,0,0
10/2/2001,Leeds,Derby,0,0,D,0,0,D,12,3,6,2,2,5,0,0
10/2/2001,Man City,Tottenham,0,1,A,0,0,D,11,11,4,4,1,0,0,0
10/2/2001,Southampton,Bradford,2,0,H,0,0,D,12,4,6,1,0,1,0,0
10/2/2001,Sunderland,Liverpool,1,1,D,0,0,D,9,8,6,4,5,3,0,0
11/2/2001,Charlton,Newcastle,2,0,H,2,0,H,11,5,4,3,2,1,0,0
12/2/2001,West Ham,Coventry,1,1,D,0,0,D,21,13,9,4,2,5,0,0
24/02/01,Bradford,West Ham,1,2,A,0,1,A,15,11,5,5,1,2,0,0
24/02/01,Coventry,Charlton,2,2,D,1,1,D,17,15,7,7,0,0,0,0
24/02/01,Derby,Aston Villa,1,0,H,1,0,H,9,19,5,7,1,1,0,0
24/02/01,Ipswich,Everton,2,0,H,0,0,D,12,8,6,2,1,2,0,1
24/02/01,Leicester,Sunderland,2,0,H,1,0,H,11,9,7,3,0,4,0,1
24/02/01,Middlesbrough,Southampton,0,1,A,0,0,D,11,10,6,5,1,0,0,0
24/02/01,Newcastle,Man City,0,1,A,0,0,D,10,11,3,3,1,0,0,0
24/02/01,Tottenham,Leeds,1,2,A,1,1,D,13,15,4,9,2,1,0,0
25/02/01,Man United,Arsenal,6,1,H,5,1,H,16,6,9,2,0,0,0,0
3/3/2001,Arsenal,West Ham,3,0,H,3,0,H,16,4,6,2,2,3,0,0
3/3/2001,Coventry,Chelsea,0,0,D,0,0,D,17,24,10,11,2,2,0,0
3/3/2001,Derby,Tottenham,2,1,H,2,0,H,8,13,4,7,2,3,0,0
3/3/2001,Everton,Newcastle,1,1,D,0,0,D,16,4,6,2,1,2,0,0
3/3/2001,Leeds,Man United,1,1,D,0,0,D,18,5,10,5,3,5,0,0
3/3/2001,Leicester,Liverpool,2,0,H,0,0,D,9,8,7,3,1,1,0,0
3/3/2001,Man City,Southampton,0,1,A,0,0,D,15,6,7,1,1,1,0,0
3/3/2001,Middlesbrough,Charlton,0,0,D,0,0,D,8,11,2,8,1,1,0,0
4/3/2001,Ipswich,Bradford,3,1,H,0,1,A,21,7,8,5,0,4,0,0
5/3/2001,Sunderland,Aston Villa,1,1,D,0,0,D,18,6,12,2,1,2,0,0
7/3/2001,West Ham,Chelsea,0,2,A,0,2,A,7,17,2,6,2,2,0,0
10/3/2001,Aston Villa,Ipswich,2,1,H,0,1,A,9,8,5,3,1,1,0,0
17/03/01,Bradford,Man City,2,2,D,0,1,A,16,10,7,3,2,1,0,0
17/03/01,Charlton,Leeds,1,2,A,1,1,D,7,7,3,5,3,5,0,0
17/03/01,Chelsea,Sunderland,2,4,A,2,1,H,14,11,6,7,0,0,0,0
17/03/01,Man United,Leicester,2,0,H,0,0,D,19,5,8,2,1,1,0,0
17/03/01,Newcastle,Middlesbrough,1,2,A,0,2,A,16,7,5,4,0,3,0,1
17/03/01,Southampton,Everton,1,0,H,0,0,D,17,5,5,1,1,1,0,0
17/03/01,Tottenham,Coventry,3,0,H,2,0,H,12,11,4,5,0,1,0,0
17/03/01,West Ham,Ipswich,0,1,A,0,0,D,5,13,2,5,0,0,0,0
18/03/01,Aston Villa,Arsenal,0,0,D,0,0,D,4,14,2,5,2,2,0,1
18/03/01,Liverpool,Derby,1,1,D,0,1,A,18,7,8,4,2,2,0,0
31/03/01,Arsenal,Tottenham,2,0,H,0,0,D,25,4,19,3,0,1,0,0
31/03/01,Bradford,Newcastle,2,2,D,2,1,H,22,14,8,7,0,1,0,0
31/03/01,Chelsea,Middlesbrough,2,1,H,1,0,H,17,7,5,3,2,1,0,0
31/03/01,Coventry,Derby,2,0,H,1,0,H,12,14,7,8,0,1,1,0
31/03/01,Liverpool,Man United,2,0,H,2,0,H,15,9,6,3,1,1,1,0
31/03/01,Man City,Aston Villa,1,3,A,1,2,A,12,8,6,7,6,4,1,0
31/03/01,Sunderland,Leeds,0,2,A,0,1,A,14,7,8,4,2,2,0,1
31/03/01,West Ham,Everton,0,2,A,0,1,A,17,10,6,7,3,2,1,0
1/4/2001,Charlton,Leicester,2,0,H,1,0,H,16,5,9,1,2,2,0,0
2/4/2001,Southampton,Ipswich,0,3,A,0,1,A,11,11,3,5,2,1,0,0
4/4/2001,Aston Villa,Leicester,2,1,H,1,1,D,9,6,5,2,2,2,0,0
