Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HY,AY,HR,AR
7/4/2001,Aston Villa,West Ham,2,2,D,0,0,D,6,7,4,5,1,3,0,0
7/4/2001,Derby,Chelsea,0,4,A,0,0,D,3,10,2,7,1,1,0,0
7/4/2001,Leeds,Southampton,2,0,H,1,0,H,15,6,7,2,0,0,0,0
7/4/2001,Leicester,Coventry,1,3,A,1,2,A,9,15,4,5,3,2,0,0
8/4/2001,Everton,Man City,3,1,H,2,1,H,11,13,7,5,0,3,1,1
9/4/2001,Middlesbrough,Sunderland,0,0,D,0,0,D,12,12,6,4,5,3,1,0
10/4/2001,Ipswich,Liverpool,1,1,D,0,0,D,8,7,5,2,0,0,0,0
10/4/2001,Man United,Charlton,2,1,H,1,0,H,23,3,8,2,1,1,0,0
10/4/2001,Tottenham,Bradford,2,1,H,1,1,D,17,10,13,5,1,1,0,0
11/4/2001,Man City,Arsenal,0,4,A,0,4,A,7,15,2,8,2,0,0,0
13/04/01,Bradford,Charlton,2,0,H,0,0,D,4,3,8,8,1,3,0,0
13/04/01,Liverpool,Leeds,1,2,A,0,2,A,11,9,5,3,3,1,1,0
14/04/01,Arsenal,Middlesbrough,0,3,A,0,2,A,17,6,8,2,1,1,0,0
14/04/01,Aston Villa,Everton,2,1,H,1,1,D,8,5,5,3,0,3,0,0
14/04/01,Chelsea,Southampton,1,0,H,1,0,H,14,9,8,5,3,3,0,0
14/04/01,Ipswich,Newcastle,1,0,H,0,0,D,14,6,5,2,0,1,0,1
14/04/01,Leicester,Man City,1,2,A,1,1,D,15,8,9,3,2,3,0,0
14/04/01,Man United,Coventry,4,2,H,2,2,D,28,9,13,4,1,4,0,0
14/04/01,Sunderland,Tottenham,2,3,A,2,0,H,13,8,4,6,1,2,0,0
14/04/01,West Ham,Derby,3,1,H,3,0,H,18,6,10,3,0,2,0,0
16/04/01,Coventry,Sunderland,1,0,H,1,0,H,14,6,9,3,3,0,0,0
16/04/01,Derby,Leicester,2,0,H,1,0,H,10,7,6,4,0,0,0,0
16/04/01,Everton,Liverpool,2,3,A,1,1,D,10,10,7,6,4,2,1,0
16/04/01,Middlesbrough,Ipswich,1,2,A,1,0,H,4,12,1,5,0,0,0,0
16/04/01,Newcastle,West Ham,2,1,H,1,0,H,20,13,14,6,0,0,0,0
17/04/01,Charlton,Aston Villa,3,3,D,2,0,H,12,11,5,8,3,4,1,0
17/04/01,Tottenham,Chelsea,0,3,A,0,1,A,5,16,1,10,2,2,1,0
21/04/01,Arsenal,Everton,4,1,H,1,1,D,10,4,8,2,0,2,0,1
21/04/01,Aston Villa,Southampton,0,0,D,0,0,D,9,3,2,3,1,2,0,0
21/04/01,Bradford,Derby,2,0,H,1,0,H,15,12,9,3,0,2,0,1
21/04/01,Chelsea,Charlton,0,1,A,0,1,A,9,4,1,2,3,0,0,0
21/04/01,Ipswich,Coventry,2,0,H,1,0,H,13,6,5,2,1,4,0,0
21/04/01,Leicester,Middlesbrough,0,3,A,0,1,A,15,15,4,7,3,1,0,0
21/04/01,Man United,Man City,1,1,D,0,0,D,13,6,6,4,0,0,1,0
21/04/01,Sunderland,Newcastle,1,1,D,0,0,D,16,9,10,5,5,4,0,0
21/04/01,West Ham,Leeds,0,2,A,0,1,A,15,12,10,7,5,2,0,1
22/04/01,Liverpool,Tottenham,3,1,H,1,1,D,14,7,8,5,1,1,0,0
28/04/01,Coventry,Liverpool,0,2,A,0,0,D,11,13,4,6,3,1,0,0
28/04/01,Derby,Arsenal,1,2,A,1,1,D,6,14,2,9,3,4,0,0
28/04/01,Everton,Bradford,2,1,H,0,1,A,18,7,9,4,1,2,0,0
28/04/01,Leeds,Chelsea,2,0,H,0,0,D,16,7,9,5,2,5,0,0
28/04/01,Man City,West Ham,1,0,H,1,0,H,16,12,9,7,3,5,0,0
28/04/01,Middlesbrough,Man United,0,2,A,0,1,A,18,9,3,5,2,3,0,0
28/04/01,Newcastle,Leicester,1,0,H,0,0,D,20,4,6,3,1,1,0,0
28/04/01,Southampton,Sunderland,0,1,A,0,0,D,11,6,5,3,2,1,0,0
28/04/01,Tottenham,Aston Villa,0,0,D,0,0,D,7,7,3,4,1,0,0,0
30/04/01,Charlton,Ipswich,2,1,H,1,1,D,10,17,7,6,0,1,0,0
1/5/2001,Bradford,Liverpool,0,2,A,0,0,D,15,11,4,10,0,2,0,0
1/5/2001,Newcastle,Southampton,1,1,D,1,0,H,7,11,5,3,2,1,0,0
5/5/2001,Arsenal,Leeds,2,1,H,1,0,H,7,4,4,3,4,3,0,0
5/5/2001,Aston Villa,Coventry,3,2,H,0,2,A,6,6,4,3,2,5,0,0
5/5/2001,Bradford,Middlesbrough,1,1,D,1,0,H,10,14,7,9,4,2,0,0
5/5/2001,Chelsea,Everton,2,1,H,2,1,H,13,9,5,3,1,1,0,0
5/5/2001,Leicester,Tottenham,4,2,H,1,0,H,19,9,9,4,3,2,0,0
5/5/2001,Liverpool,Newcastle,3,0,H,1,0,H,12,6,5,3,0,2,0,0
5/5/2001,Man United,Derby,0,1,A,0,1,A,11,10,6,5,1,0,0,0
5/5/2001,Sunderland,Charlton,3,2,H,2,1,H,17,17,11,7,1,0,0,0
5/5/2001,West Ham,Southampton,3,0,H,0,0,D,16,12,12,3,2,2,0,0
7/5/2001,Ipswich,Man City,2,1,H,0,0,D,15,11,7,7,0,0,0,0
8/5/2001,Liverpool,Chelsea,2,2,D,1,1,D,16,14,8,7,1,4,0,0
13/05/01,Leeds,Bradford,6,1,H,5,1,H,18,13,9,7,1,0,0,0
13/05/01,Southampton,Man United,2,1,H,2,0,H,14,9,3,6,1,1,0,0
15/05/01,Newcastle,Arsenal,0,0,D,0,0,D,12,8,2,1,1,0,0,0
19/05/01,Charlton,Liverpool,0,4,A,0,0,D,12,16,10,14,1,1,0,0
19/05/01,Coventry,Bradford,0,0,D,0,0,D,15,10,7,3,1,1,0,0
19/05/01,Derby,Ipswich,1,1,D,1,0,H,7,13,2,6,1,1,0,0
19/05/01,Everton,Sunderland,2,2,D,1,1,D,18,11,8,4,5,3,0,1
19/05/01,Leeds,Leicester,3,1,H,1,1,D,24,8,11,5,3,4,0,0
19/05/01,Man City,Chelsea,1,2,A,1,1,D,3,9,1,3,4,2,0,0
19/05/01,Middlesbrough,West Ham,2,1,H,2,1,H,19,11,7,5,0,0,0,0
19/05/01,Newcastle,Aston Villa,3,0,H,2,0,H,9,5,5,1,0,5,1,1
19/05/01,Southampton,Arsenal,3,2,H,0,1,A,11,8,7,5,1,2,0,0
19/05/01,Tottenham,Man United,3,1,H,1,1,D,9,15,3,6,0,2,0,0
