Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HY,AY,HR,AR
21/09/03,Man United,Arsenal,0,0,D,0,0,D,9,6,7,1,4,3,0,1
21/09/03,Middlesbrough,Everton,1,0,H,1,0,H,9,9,4,5,2,3,0,0
26/09/03,Arsenal,Newcastle,3,2,H,1,1,D,11,5,7,4,0,1,0,0
27/09/03,Birmingham,Portsmouth,2,0,H,1,0,H,7,10,5,5,1,3,0,0
27/09/03,Bolton,Wolves,1,1,D,0,1,A,22,8,14,4,2,0,0,0
27/09/03,Chelsea,Aston Villa,1,0,H,1,0,H,10,7,5,1,0,2,0,0
27/09/03,Leicester,Man United,1,4,A,0,3,A,10,11,4,9,0,0,0,0
27/09/03,Southampton,Middlesbrough,0,1,A,0,1,A,10,12,6,9,4,3,1,0
28/09/03,Blackburn,Fulham,0,2,A,0,1,A,6,7,0,2,2,4,0,0
28/09/03,Charlton,Liverpool,3,2,H,2,1,H,14,17,5,9,2,1,0,0
28/09/03,Everton,Leeds,4,0,H,3,0,H,20,6,9,2,0,2,0,0
28/09/03,Man City,Tottenham,0,0,D,0,0,D,21,4,10,2,2,1,0,0
4/10/2003,Fulham,Leicester,2,0,H,1,0,H,16,8,8,4,2,1,0,0
4/10/2003,Leeds,Blackburn,2,1,H,2,0,H,15,17,5,9,3,1,0,0
4/10/2003,Liverpool,Arsenal,1,2,A,1,1,D,13,12,7,8,2,2,0,0
4/10/2003,Man United,Birmingham,3,0,H,1,0,H,10,5,8,2,0,1,0,1
4/10/2003,Newcastle,Southampton,1,0,H,1,0,H,14,7,9,4,3,2,0,0
4/10/2003,Portsmouth,Charlton,1,2,A,1,0,H,16,11,8,6,3,2,0,0
4/10/2003,Tottenham,Everton,3,0,H,1,0,H,13,12,7,4,2,2,0,0
4/10/2003,Wolves,Man City,1,0,H,0,0,D,8,9,4,5,3,2,0,0
5/10/2003,Aston Villa,Bolton,1,1,D,0,0,D,14,15,8,5,1,5,0,0
5/10/2003,Middlesbrough,Chelsea,1,2,A,0,1,A,15,10,6,6,1,2,0,0
14/10/03,Birmingham,Chelsea,0,0,D,0,0,D,6,13,2,8,2,4,0,0
18/10/03,Arsenal,Chelsea,2,1,H,1,1,D,13,7,9,3,1,2,0,0
18/10/03,Fulham,Wolves,0,0,D,0,0,D,9,14,4,6,2,2,0,0
18/10/03,Leeds,Man United,0,1,A,0,0,D,3,18,2,10,4,1,0,0
18/10/03,Man City,Bolton,6,2,H,1,1,D,16,12,13,8,1,1,1,0
18/10/03,Middlesbrough,Newcastle,0,1,A,0,1,A,11,4,7,3,3,3,0,0
18/10/03,Portsmouth,Liverpool,1,0,H,1,0,H,10,13,6,7,2,2,0,0
19/10/03,Birmingham,Aston Villa,0,0,D,0,0,D,4,2,3,1,2,1,0,0
19/10/03,Everton,Southampton,0,0,D,0,0,D,13,19,6,7,1,2,0,0
19/10/03,Leicester,Tottenham,1,2,A,1,0,H,22,7,15,4,3,3,0,0
20/10/03,Blackburn,Charlton,0,1,A,0,1,A,15,10,6,5,3,0,0,0
21/10/03,Fulham,Newcastle,2,3,A,2,1,H,4,11,4,7,2,2,0,0
25/10/03,Aston Villa,Everton,0,0,D,0,0,D,16,8,6,2,0,1,0,0
25/10/03,Bolton,Birmingham,0,1,A,0,1,A,16,7,7,3,1,2,0,0
25/10/03,Chelsea,Man City,1,0,H,1,0,H,7,9,4,6,0,0,0,0
25/10/03,Liverpool,Leeds,3,1,H,1,1,D,20,7,9,5,0,2,0,0
25/10/03,Man United,Fulham,1,3,A,1,1,D,17,12,9,7,4,2,0,0
25/10/03,Newcastle,Portsmouth,3,0,H,2,0,H,10,9,8,4,0,1,0,0
25/10/03,Southampton,Blackburn,2,0,H,0,0,D,22,6,15,3,0,1,0,1
25/10/03,Wolves,Leicester,4,3,H,0,3,A,12,7,8,5,0,2,0,0
26/10/03,Charlton,Arsenal,1,1,D,1,1,D,6,11,4,6,1,1,0,0
26/10/03,Tottenham,Middlesbrough,0,0,D,0,0,D,12,16,8,10,3,2,0,0
1/11/2003,Everton,Chelsea,0,1,A,0,0,D,12,17,4,7,0,0,0,0
1/11/2003,Leeds,Arsenal,1,4,A,0,3,A,9,13,5,9,1,0,0,0
1/11/2003,Man United,Portsmouth,3,0,H,1,0,H,10,9,4,3,0,3,0,0
1/11/2003,Middlesbrough,Wolves,2,0,H,0,0,D,14,9,11,2,1,2,0,1
1/11/2003,Newcastle,Aston Villa,1,1,D,1,1,D,22,11,13,6,2,3,0,1
1/11/2003,Southampton,Man City,0,2,A,0,1,A,8,13,5,9,1,1,0,0
1/11/2003,Tottenham,Bolton,0,1,A,0,0,D,10,25,6,15,3,0,0,0
2/11/2003,Fulham,Liverpool,1,2,A,1,1,D,10,10,6,6,1,1,1,0
2/11/2003,Leicester,Blackburn,2,0,H,0,0,D,4,10,3,2,2,1,0,0
3/11/2003,Birmingham,Charlton,1,2,A,0,1,A,14,13,13,9,1,1,0,0
8/11/2003,Arsenal,Tottenham,2,1,H,0,1,A,9,5,3,2,1,4,0,0
8/11/2003,Aston Villa,Middlesbrough,0,2,A,0,1,A,12,8,4,3,1,2,0,0
8/11/2003,Bolton,Southampton,0,0,D,0,0,D,18,8,11,5,2,1,0,1
8/11/2003,Charlton,Fulham,3,1,H,1,0,H,12,11,7,7,1,2,0,0
8/11/2003,Portsmouth,Leeds,6,1,H,2,1,H,14,6,6,5,1,4,0,0
8/11/2003,Wolves,Birmingham,1,1,D,0,0,D,11,4,4,2,2,1,0,0
9/11/2003,Chelsea,Newcastle,5,0,H,3,0,H,15,4,8,3,0,0,0,1
9/11/2003,Liverpool,Man United,1,2,A,0,0,D,10,6,4,4,1,2,0,0
9/11/2003,Man City,Leicester,0,3,A,0,1,A,14,6,4,3,2,2,0,0
10/11/2003,Blackburn,Everton,2,1,H,2,0,H,18,8,12,2,3,2,0,0
22/11/03,Birmingham,Arsenal,0,3,A,0,1,A,7,9,1,6,1,2,0,0
22/11/03,Everton,Wolves,2,0,H,2,0,H,23,8,15,4,2,2,0,0
22/11/03,Leeds,Bolton,0,2,A,0,2,A,13,10,10,5,1,0,0,0
22/11/03,Leicester,Charlton,1,1,D,1,0,H,13,7,7,4,2,1,0,0
22/11/03,Man United,Blackburn,2,1,H,2,0,H,14,13,8,6,0,1,0,0
22/11/03,Middlesbrough,Liverpool,0,0,D,0,0,D,8,8,3,1,2,2,0,0
22/11/03,Newcastle,Man City,3,0,H,0,0,D,17,5,10,1,1,2,0,0
22/11/03,Southampton,Chelsea,0,1,A,0,0,D,13,8,3,4,0,1,0,0
23/11/03,Tottenham,Aston Villa,2,1,H,0,0,D,10,13,5,6,0,1,0,0
24/11/03,Fulham,Portsmouth,2,0,H,2,0,H,8,12,4,6,0,3,0,1
29/11/03,Aston Villa,Southampton,1,0,H,1,0,H,22,7,12,3,0,1,0,0
29/11/03,Blackburn,Tottenham,1,0,H,0,0,D,18,9,12,3,0,1,0,0
29/11/03,Bolton,Everton,2,0,H,1,0,H,13,7,6,3,0,2,0,0
29/11/03,Charlton,Leeds,0,1,A,0,1,A,13,12,6,6,2,1,0,0
29/11/03,Portsmouth,Leicester,0,2,A,0,1,A,12,7,7,3,5,1,0,0
29/11/03,Wolves,Newcastle,1,1,D,1,1,D,10,7,4,4,2,1,0,0
30/11/03,Arsenal,Fulham,0,0,D,0,0,D,22,7,14,1,1,1,0,0
30/11/03,Chelsea,Man United,1,0,H,1,0,H,12,5,4,3,4,1,0,0
30/11/03,Liverpool,Birmingham,3,1,H,1,1,D,10,7,7,4,2,1,0,0
30/11/03,Man City,Middlesbrough,0,1,A,0,1,A,24,2,14,0,0,0,0,0
6/12/2003,Birmingham,Blackburn,0,4,A,0,0,D,6,11,2,7,1,1,1,0
6/12/2003,Fulham,Bolton,2,1,H,0,0,D,10,10,3,5,0,2,0,0
6/12/2003,Leeds,Chelsea,1,1,D,1,0,H,8,19,4,10,3,2,0,0
6/12/2003,Leicester,Arsenal,1,1,D,0,0,D,4,8,1,5,1,1,0,1
6/12/2003,Man United,Aston Villa,4,0,H,2,0,H,12,10,8,3,0,1,0,0
6/12/2003,Middlesbrough,Portsmouth,0,0,D,0,0,D,5,6,3,2,2,3,0,1
6/12/2003,Newcastle,Liverpool,1,1,D,0,1,A,13,7,6,3,1,4,0,0
6/12/2003,Tottenham,Wolves,5,2,H,1,1,D,12,16,10,8,2,0,0,0
7/12/2003,Everton,Man City,0,0,D,0,0,D,9,15,2,7,1,1,0,0
7/12/2003,Southampton,Charlton,3,2,H,2,0,H,18,20,14,14,0,0,0,0
13/12/03,Chelsea,Bolton,1,2,A,1,1,D,9,4,5,2,2,2,0,0
13/12/03,Leicester,Birmingham,0,2,A,0,1,A,8,9,5,4,2,2,2,0
13/12/03,Liverpool,Southampton,1,2,A,0,1,A,18,8,10,4,0,0,0,0
13/12/03,Man United,Man City,3,1,H,2,0,H,10,12,7,9,0,2,0,0
13/12/03,Middlesbrough,Charlton,0,0,D,0,0,D,12,10,6,3,1,1,0,0
13/12/03,Newcastle,Tottenham,4,0,H,1,0,H,19,4,11,4,2,2,0,0
13/12/03,Portsmouth,Everton,1,2,A,1,2,A,12,9,10,4,1,1,0,0
14/12/03,Arsenal,Blackburn,1,0,H,1,0,H,11,5,7,1,2,4,0,0
14/12/03,Aston Villa,Wolves,3,2,H,2,1,H,11,8,8,5,3,4,0,0
14/12/03,Leeds,Fulham,3,2,H,1,0,H,14,10,11,7,2,1,0,0
20/12/03,Blackburn,Aston Villa,0,2,A,0,0,D,12,15,5,7,1,0,0,0
20/12/03,Bolton,Arsenal,1,1,D,0,0,D,19,9,13,4,2,2,0,0
20/12/03,Charlton,Newcastle,0,0,D,0,0,D,18,11,10,5,0,0,0,0
20/12/03,Everton,Leicester,3,2,H,1,1,D,15,6,8,4,2,3,0,0
20/12/03,Fulham,Chelsea,0,1,A,0,0,D,7,11,2,9,2,3,0,0
21/12/03,Southampton,Portsmouth,3,0,H,1,0,H,12,11,7,7,0,3,0,0
21/12/03,Tottenham,Man United,1,2,A,0,2,A,14,12,8,7,2,2,0,0
22/12/03,Man City,Leeds,1,1,D,0,1,A,19,6,11,4,0,3,0,0
26/12/03,Arsenal,Wolves,3,0,H,2,0,H,15,5,10,1,2,5,0,0
26/12/03,Birmingham,Man City,2,1,H,0,1,A,5,9,3,5,2,1,0,0
26/12/03,Blackburn,Middlesbrough,2,2,D,1,1,D,13,5,10,3,2,1,0,0
26/12/03,Charlton,Chelsea,4,2,H,2,1,H,8,15,4,8,1,1,0,0
26/12/03,Fulham,Southampton,2,0,H,1,0,H,14,6,7,2,0,2,0,0
26/12/03,Leeds,Aston Villa,0,0,D,0,0,D,6,13,3,4,0,2,0,0
26/12/03,Leicester,Newcastle,1,1,D,0,0,D,6,12,5,6,0,0,0,0
26/12/03,Liverpool,Bolton,3,1,H,1,0,H,13,7,8,2,0,2,0,0
26/12/03,Man United,Everton,3,2,H,2,1,H,19,10,11,6,0,2,0,0
26/12/03,Portsmouth,Tottenham,2,0,H,0,0,D,10,5,8,3,1,1,0,0
28/12/03,Aston Villa,Fulham,3,0,H,1,0,H,12,9,8,3,0,0,0,0
28/12/03,Bolton,Leicester,2,2,D,1,1,D,15,7,8,6,1,2,0,0
28/12/03,Chelsea,Portsmouth,3,0,H,0,0,D,15,7,8,3,0,0,0,0
28/12/03,Everton,Birmingham,1,0,H,0,0,D,16,5,6,2,0,0,0,0
28/12/03,Man City,Liverpool,2,2,D,1,0,H,16,11,8,9,1,2,0,0
28/12/03,Middlesbrough,Man United,0,1,A,0,1,A,11,10,2,6,3,2,0,1
28/12/03,Newcastle,Blackburn,0,1,A,0,0,D,15,11,11,3,0,1,0,0
28/12/03,Tottenham,Charlton,0,1,A,0,0,D,18,10,9,8,1,0,0,0
28/12/03,Wolves,Leeds,3,1,H,1,1,D,11,9,4,4,1,4,0,1
29/12/03,Southampton,Arsenal,0,1,A,0,1,A,6,17,3,9,1,0,0,0
6/1/2004,Aston Villa,Portsmouth,2,1,H,1,0,H,18,11,13,4,0,0,0,0
7/1/2004,Bolton,Man United,1,2,A,0,2,A,15,11,5,7,2,0,0,0
7/1/2004,Chelsea,Liverpool,0,1,A,0,1,A,9,4,2,1,0,2,0,1
7/1/2004,Everton,Arsenal,1,1,D,0,1,A,8,9,4,5,0,3,0,0
7/1/2004,Man City,Charlton,1,1,D,1,0,H,18,9,10,4,0,0,0,0
7/1/2004,Middlesbrough,Fulham,2,1,H,1,0,H,10,9,5,4,1,2,0,0
7/1/2004,Newcastle,Leeds,1,0,H,1,0,H,13,9,6,5,0,1,0,0
7/1/2004,Southampton,Leicester,0,0,D,0,0,D,14,9,14,8,2,1,0,0
7/1/2004,Tottenham,Birmingham,4,1,H,3,0,H,11,9,7,3,0,0,0,0
7/1/2004,Wolves,Blackburn,2,2,D,0,1,A,10,9,5,5,1,1,0,0
10/1/2004,Arsenal,Middlesbrough,4,1,H,2,0,H,20,5,13,4,1,1,0,0
10/1/2004,Birmingham,Southampton,2,1,H,1,1,D,11,9,6,6,0,1,0,1
10/1/2004,Blackburn,Bolton,3,4,A,3,2,H,8,16,3,10,2,3,0,0
10/1/2004,Charlton,Wolves,2,0,H,1,0,H,10,7,4,4,1,3,0,0
10/1/2004,Fulham,Everton,2,1,H,1,0,H,14,11,10,5,0,0,0,0
10/1/2004,Leeds,Tottenham,0,1,A,0,0,D,7,15,1,8,0,1,0,0
10/1/2004,Liverpool,Aston Villa,1,0,H,1,0,H,12,8,4,2,3,2,0,0
10/1/2004,Portsmouth,Man City,4,2,H,1,2,A,11,15,8,6,0,2,0,0
11/1/2004,Leicester,Chelsea,0,4,A,0,2,A,6,11,3,6,0,1,0,0
11/1/2004,Man United,Newcastle,0,0,D,0,0,D,12,7,7,3,2,0,0,0
17/01/04,Bolton,Portsmouth,1,0,H,0,0,D,13,8,6,3,1,1,0,1
17/01/04,Everton,Charlton,0,1,A,0,1,A,17,7,7,4,4,2,0,0
17/01/04,Man City,Blackburn,1,1,D,0,0,D,10,6,7,3,2,1,0,0
17/01/04,Middlesbrough,Leicester,3,3,D,1,0,H,13,14,7,8,2,5,0,0
17/01/04,Southampton,Leeds,2,1,H,2,0,H,18,11,6,6,1,1,0,0
17/01/04,Tottenham,Liverpool,2,1,H,1,0,H,7,10,3,4,1,1,0,0
17/01/04,Wolves,Man United,1,0,H,0,0,D,11,15,6,6,2,0,0,0
18/01/04,Aston Villa,Arsenal,0,2,A,0,1,A,12,13,5,9,4,1,0,0
18/01/04,Chelsea,Birmingham,0,0,D,0,0,D,16,2,9,1,2,2,0,0
19/01/04,Newcastle,Fulham,3,1,H,2,0,H,10,13,9,6,0,1,0,0
21/01/04,Wolves,Liverpool,1,1,D,0,1,A,9,14,6,10,2,1,0,0
31/01/04,Birmingham,Newcastle,1,1,D,0,1,A,15,4,5,2,1,3,0,0
31/01/04,Charlton,Bolton,1,2,A,1,1,D,14,14,7,10,0,0,0,0
31/01/04,Fulham,Tottenham,2,1,H,1,1,D,16,4,10,4,1,1,0,0
31/01/04,Leeds,Middlesbrough,0,3,A,0,0,D,8,15,4,6,1,1,1,0
31/01/04,Leicester,Aston Villa,0,5,A,0,0,D,13,14,9,10,0,1,0,0
31/01/04,Liverpool,Everton,0,0,D,0,0,D,21,6,9,4,0,1,0,0
31/01/04,Man United,Southampton,3,2,H,2,1,H,12,17,7,11,0,2,0,0
31/01/04,Portsmouth,Wolves,0,0,D,0,0,D,17,8,10,4,0,1,0,0
1/2/2004,Arsenal,Man City,2,1,H,1,0,H,11,9,9,8,2,2,0,1
1/2/2004,Blackburn,Chelsea,2,3,A,1,2,A,13,17,7,9,2,0,0,0
7/2/2004,Aston Villa,Leeds,2,0,H,1,0,H,15,7,7,4,2,2,0,0
7/2/2004,Bolton,Liverpool,2,2,D,1,0,H,12,11,6,6,3,2,0,0
7/2/2004,Everton,Man United,3,4,A,0,3,A,12,19,8,9,1,0,0,0
7/2/2004,Middlesbrough,Blackburn,0,1,A,0,1,A,15,6,7,2,0,1,0,0
7/2/2004,Newcastle,Leicester,3,1,H,2,0,H,15,7,9,3,1,2,0,0
7/2/2004,Southampton,Fulham,0,0,D,0,0,D,11,11,6,8,1,2,0,0
7/2/2004,Tottenham,Portsmouth,4,3,H,2,1,H,15,16,13,9,1,0,0,0
7/2/2004,Wolves,Arsenal,1,3,A,1,1,D,12,10,5,7,2,1,0,0
8/2/2004,Chelsea,Charlton,1,0,H,1,0,H,16,5,6,0,2,0,0,0
8/2/2004,Man City,Birmingham,0,0,D,0,0,D,21,7,12,2,0,1,0,0
10/2/2004,Arsenal,Southampton,2,0,H,1,0,H,11,10,6,6,2,3,0,0
10/2/2004,Leeds,Wolves,4,1,H,2,1,H,20,11,8,5,1,2,0,0
10/2/2004,Leicester,Bolton,1,1,D,1,1,D,15,9,15,9,1,2,0,0
11/2/2004,Birmingham,Everton,3,0,H,2,0,H,15,5,11,3,1,0,0,0
11/2/2004,Blackburn,Newcastle,1,1,D,0,0,D,17,14,7,7,0,0,0,0
11/2/2004,Charlton,Tottenham,2,4,A,0,2,A,18,12,14,10,3,0,0,0
11/2/2004,Fulham,Aston Villa,1,2,A,1,2,A,13,10,6,3,2,1,1,0
11/2/2004,Liverpool,Man City,2,1,H,1,0,H,12,6,7,3,0,0,0,0
11/2/2004,Man United,Middlesbrough,2,3,A,1,2,A,23,12,13,8,1,1,0,0
11/2/2004,Portsmouth,Chelsea,0,2,A,0,1,A,11,10,5,4,1,2,0,0
21/02/04,Bolton,Man City,1,3,A,1,2,A,16,17,11,13,0,2,0,0
21/02/04,Charlton,Blackburn,3,2,H,2,0,H,11,18,7,12,0,0,0,0
21/02/04,Chelsea,Arsenal,1,2,A,1,2,A,10,9,4,7,4,2,1,0
21/02/04,Man United,Leeds,1,1,D,0,0,D,24,7,7,3,1,2,0,0
21/02/04,Newcastle,Middlesbrough,2,1,H,0,1,A,16,8,9,4,0,3,0,0
21/02/04,Southampton,Everton,3,3,D,0,2,A,9,12,5,6,1,0,0,0
21/02/04,Wolves,Fulham,2,1,H,1,0,H,12,9,10,5,1,0,0,0
22/02/04,Aston Villa,Birmingham,2,2,D,1,0,H,11,13,8,9,0,1,0,0
22/02/04,Tottenham,Leicester,4,4,D,3,1,H,10,14,9,7,0,2,0,1
28/02/04,Arsenal,Charlton,2,1,H,2,0,H,21,6,11,3,0,0,0,0
28/02/04,Blackburn,Southampton,1,1,D,0,1,A,16,10,7,6,1,1,0,0
28/02/04,Everton,Aston Villa,2,0,H,0,0,D,15,12,7,8,4,2,0,0
28/02/04,Fulham,Man United,1,1,D,0,1,A,7,13,3,7,1,3,0,0
28/02/04,Leicester,Wolves,0,0,D,0,0,D,10,6,6,3,0,1,0,0
28/02/04,Man City,Chelsea,0,1,A,0,0,D,14,9,4,4,0,1,0,0
29/02/04,Leeds,Liverpool,2,2,D,2,2,D,12,22,6,13,0,1,0,0
29/02/04,Portsmouth,Newcastle,1,1,D,0,1,A,18,5,8,2,2,2,0,0
3/3/2004,Birmingham,Middlesbrough,3,1,H,1,0,H,9,8,5,6,3,4,0,1
6/3/2004,Birmingham,Bolton,2,0,H,1,0,H,10,10,6,2,1,1,0,0
9/3/2004,Middlesbrough,Tottenham,1,0,H,0,0,D,10,10,6,2,1,1,0,0
13/03/04,Birmingham,Leicester,0,1,A,0,0,D,6,4,4,2,1,2,0,0
13/03/04,Blackburn,Arsenal,0,2,A,0,0,D,10,14,5,5,1,1,0,0
13/03/04,Bolton,Chelsea,0,2,A,0,0,D,20,12,11,8,1,0,0,0
13/03/04,Charlton,Middlesbrough,1,0,H,1,0,H,14,15,7,9,0,0,0,0
13/03/04,Everton,Portsmouth,1,0,H,0,0,D,13,5,6,3,0,2,0,0
13/03/04,Fulham,Leeds,2,0,H,0,0,D,19,9,10,6,4,3,0,0
14/03/04,Man City,Man United,4,1,H,2,1,H,17,17,11,9,1,2,0,0
14/03/04,Southampton,Liverpool,2,0,H,0,0,D,7,18,3,12,3,1,0,0
14/03/04,Tottenham,Newcastle,1,0,H,0,0,D,11,6,4,4,0,0,0,0
14/03/04,Wolves,Aston Villa,0,4,A,0,3,A,9,15,1,7,1,2,0,0
17/03/04,Liverpool,Portsmouth,3,0,H,2,0,H,20,4,13,4,0,1,0,0
20/03/04,Arsenal,Bolton,2,1,H,2,1,H,11,8,8,2,1,2,0,0
20/03/04,Aston Villa,Blackburn,0,2,A,0,2,A,10,16,7,7,0,2,0,0
20/03/04,Chelsea,Fulham,2,1,H,2,1,H,13,5,8,1,1,2,0,0
20/03/04,Leicester,Everton,1,1,D,0,0,D,10,7,4,3,1,5,0,1
20/03/04,Liverpool,Wolves,1,0,H,0,0,D,12,8,4,6,0,1,0,0
20/03/04,Man United,Tottenham,3,0,H,1,0,H,11,8,6,3,1,1,0,0
20/03/04,Middlesbrough,Birmingham,5,3,H,4,2,H,13,18,9,12,2,0,0,0
20/03/04,Newcastle,Charlton,3,1,H,2,0,H,15,6,10,2,0,2,0,0
21/03/04,Portsmouth,Southampton,1,0,H,0,0,D,16,13,8,8,0,2,0,0
22/03/04,Leeds,Man City,2,1,H,1,1,D,4,21,3,14,2,1,0,1
27/03/04,Birmingham,Leeds,4,1,H,1,1,D,17,11,7,7,0,1,0,0
27/03/04,Blackburn,Portsmouth,1,2,A,1,1,D,14,8,9,4,0,0,0,0
27/03/04,Charlton,Aston Villa,1,2,A,1,1,D,11,19,9,11,1,1,0,0
27/03/04,Chelsea,Wolves,5,2,H,1,1,D,15,9,10,4,0,2,0,0
27/03/04,Everton,Middlesbrough,1,1,D,0,0,D,14,10,7,5,0,2,0,0
27/03/04,Man City,Fulham,0,0,D,0,0,D,12,5,4,2,1,0,0,0
27/03/04,Southampton,Tottenham,1,0,H,0,0,D,18,15,11,9,0,2,0,0
28/03/04,Arsenal,Man United,1,1,D,0,0,D,17,13,10,8,1,1,0,0
28/03/04,Bolton,Newcastle,1,0,H,1,0,H,20,15,12,7,1,2,0,0
28/03/04,Leicester,Liverpool,0,0,D,0,0,D,13,19,9,12,4,3,0,0
3/4/2004,Fulham,Birmingham,0,0,D,0,0,D,6,6,5,1,4,2,0,0
3/4/2004,Middlesbrough,Bolton,2,0,H,1,0,H,10,13,6,8,2,2,0,0
3/4/2004,Newcastle,Everton,4,2,H,2,1,H,12,13,8,6,0,0,0,0
3/4/2004,Tottenham,Chelsea,0,1,A,0,1,A,12,10,7,7,2,0,0,0
3/4/2004,Wolves,Southampton,1,4,A,0,1,A,8,13,3,10,2,1,0,0
